identifier;title;courseCredits;Center;AcademicDepartment;isCurrentlyOffered;TeachingUniversity;Term;YearOfStudy;ClassHours;MonitoringHours;NonAttendanceHours;courseHours;typology;BacherlorsDegree;homepage;EnglishFriendly;TeachingStaff
"G286";"Análisis de Circuitos";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";62;18;66;146;"BÁSICA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G286&p=99";"No";"1 - Profesor Asociado; 3 - Profesor Titular de Universidad;"
"G1899";"Análisis de Datos Cuantitativos y Cualitativos para los Trabajos de Grado y otras Investigaciones Educativas";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G1899&p=110";"No";"1 - Profesor Permanente Laboral;"
"G913";"Análisis de los Mercados de Valores";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";40;11;78;130;"OPTATIVA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G913&p=116";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G1406";"Análisis del Discurso";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;7;82;150;"OBLIGATORIA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1406&p=136";"No";"1 - No definido;"
"G975";"Análisis Económico de las Instituciones";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ECONOMIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;6;84;150;"OPTATIVA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G975&p=117";"Si";"1 - Catedrático de Universidad;"
"G104";"Análisis Funcional";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;16;74;150;"OPTATIVA";"Grado en Matemáticas";"https://web.unican.es/estudios/detalle-asignatura?c=G104&p=68";"No";"1 - Catedrático de Universidad;"
"G25";"Análisis Histórico de la Escritura y los Documentos";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. HISTORIA MODERNA Y CONTEMPORANEA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";66;1;82;150;"BÁSICA";"Grado en Historia";"https://web.unican.es/estudios/detalle-asignatura?c=G25&p=70";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G264";"Análisis Matemático y Métodos Numéricos";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;74;150;"BÁSICA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G264&p=98";"Si";"1 - Programas de RR.HH. I+D+i;"
"G970";"Análisis Multivariante de Datos";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ECONOMIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";45;7;82;135;"OPTATIVA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G970&p=117";"No";"1 - Profesor Titular de Universidad;"
"G117";"Análisis y Diseño de Algoritmos";6,00;"FACULTAD DE CIENCIAS";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Matemáticas";"https://web.unican.es/estudios/detalle-asignatura?c=G117&p=68";;
"G902";"Análisis y Evaluación de Inversiones";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";56;11;78;146;"OBLIGATORIA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G902&p=116";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G902";"Análisis y Evaluación de Inversiones";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";56;11;78;146;"OPTATIVA";"Grado en Matemáticas";"https://web.unican.es/estudios/detalle-asignatura?c=G902&p=68";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G977";"Análisis y Evaluación de Inversiones";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";56;11;78;146;"OPTATIVA";"Grado en Economía";"https://web.unican.es/estudios/detalle-asignatura?c=G977&p=117";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G1913";"Anatomía";6,00;"FACULTAD DE MEDICINA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;12;78;150;"BÁSICA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1913&p=211";"No";"1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1938";"Anatomía Patológica";6,00;"FACULTAD DE MEDICINA";"DPTO. CIENCIAS MEDICAS Y QUIRURGICAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;7;83;150;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1938&p=211";"Si";"1 - No definido; 1 - Catedrático de Universidad; 3 - Profesor Asociado; 1 - Profesor de Sustitución;"
"G157";"Anatomía Patológica General y Especial";6,00;"FACULTAD DE MEDICINA";"DPTO. CIENCIAS MEDICAS Y QUIRURGICAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";74;1;75;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G157&p=66";"Si";"11 - No definido; 1 - Catedrático de Universidad; 3 - Profesor Asociado; 1 - Profesor de Sustitución;"
"G365";"Anatomía y Biología Celular";6,00;"FACULTAD DE ENFERMERÍA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;12;78;150;"BÁSICA";"Grado en Enfermería";"https://web.unican.es/estudios/detalle-asignatura?c=G365&p=120";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1";"Anatomía y Embriología Humana I";6,00;"FACULTAD DE MEDICINA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;82;150;"BÁSICA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G1&p=66";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G2";"Anatomía y Embriología Humana II";6,00;"FACULTAD DE MEDICINA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;7;82;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G2&p=66";"Si";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G121";"Anatomía y Embriología Humana III";6,00;"FACULTAD DE MEDICINA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G121&p=66";"No";"1 - Catedrático de Universidad; 2 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G121";"Anatomía y Embriología Humana III";6,00;"FACULTAD DE MEDICINA";"DPTO. ANATOMIA Y BIOLOGIA CELULAR";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G121&p=66";"No";"1 - Catedrático de Universidad; 2 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G688";"Animación por Computador y Videojuegos";6,00;"FACULTAD DE CIENCIAS";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G688&p=98";;
"G845";"Aplicaciones y Servicios en Redes";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;20;70;150;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G845&p=99";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G686";"Aprendizaje Automático y Minería de Datos";6,00;"FACULTAD DE CIENCIAS";"DPTO. MATEMATICAS, ESTADISTICA Y COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";30;15;75;120;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G686&p=98";"Si";"1 - Profesor Contratado Doctor;"
"G292";"Aprendizaje y Desarrollo Psicológico I";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G292&p=110";"No";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G301";"Aprendizaje y Desarrollo Psicológico I";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G301&p=111";"No";"1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral; 1 - Profesor Titular de Universidad;"
"G494";"Aprendizaje y Desarrollo Psicológico II";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G494&p=110";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor;"
"G494";"Aprendizaje y Desarrollo Psicológico II";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G494&p=110";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor;"
"G549";"Aprendizaje y Desarrollo Psicológico II";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G549&p=111";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G549";"Aprendizaje y Desarrollo Psicológico II";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G549&p=111";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G568";"Aprendizaje, Desarrollo y Atención a la Diversidad";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G568&p=111";"No";"1 - Profesor Contratado Doctor;"
"G24";"Arqueología";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. CIENCIAS HISTORICAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";66;1;82;150;"BÁSICA";"Grado en Historia";"https://web.unican.es/estudios/detalle-asignatura?c=G24&p=70";"No";"1 - Profesor Ayudante Doctor;"
"G672";"Arquitectura e Ingeniería de Computadores";6,00;"FACULTAD DE CIENCIAS";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería Informática";"https://web.unican.es/estudios/detalle-asignatura?c=G672&p=98";"Si";"1 - Profesor Titular de Universidad;"
"G214";"Arte Prehistórico";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. CIENCIAS HISTORICAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";61;2;87;150;"OPTATIVA";"Grado en Historia";"https://web.unican.es/estudios/detalle-asignatura?c=G214&p=70";"No";"1 - Profesor Contratado Doctor;"
"G69";"Astrofísica";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";48;15;75;138;"OPTATIVA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G69&p=67";"Si";"1 - No definido; 1 - Catedrático de Universidad;"
"G50";"Astronomía";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";48;20;70;138;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G50&p=67";"Si";"1 - No definido; 1 - Profesor Titular de Universidad;"
"G1776";"Astronomy";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";51;20;70;141;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G1776&p=67";"No";"1 - No definido; 1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral;"
"G1026";"Atención a la Salud de la Comunidad";6,00;"FACULTAD DE ENFERMERÍA";"DPTO. ENFERMERIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";53;9;81;143;"OBLIGATORIA";"Grado en Enfermería";"https://web.unican.es/estudios/detalle-asignatura?c=G1026&p=120";"No";"1 - No definido;"
"G495";"Atención Psicoeducativa en 0-3 Años";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OBLIGATORIA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G495&p=110";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral;"
"G528";"Audición y Lenguaje: Dificultades e Intervención (I)";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G528&p=111";"No";"1 - Profesor Titular de Universidad;"
"G529";"Audición y Lenguaje: Dificultades e Intervención (II)";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G529&p=111";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G888";"Auditoría de Cuentas";6,00;"FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";45;10;80;135;"OBLIGATORIA";"Grado en Administración y Dirección de Empresas";"https://web.unican.es/estudios/detalle-asignatura?c=G888&p=116";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G699";"Automática";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G699&p=108";"Si";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G699";"Automática";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G699&p=108";"Si";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G739";"Automática";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;25;65;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G739&p=109";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 2 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G739";"Automática";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;25;65;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G739&p=109";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 2 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G857";"Automática I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G857&p=103";"No";"2 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G857";"Automática I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G857&p=103";"No";"2 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G991";"Automática I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G991&p=107";"No";"2 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G991";"Automática I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G991&p=107";"No";"2 - Profesor Asociado; 2 - Profesor Contratado Doctor;"
"G1003";"Automática II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1003&p=107";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G876";"Automática II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G876&p=103";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G643";"Automatismos Electroneumáticos";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";50;15;75;140;"OPTATIVA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G643&p=102";"No";"2 - Profesor Asociado;"
"G1041";"Automatización";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1041&p=125";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1041";"Automatización";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1041&p=125";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1072";"Automatización";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1072&p=124";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1072";"Automatización";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1072&p=124";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G1100";"Automatización";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G1100&p=112";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
